,product_parent,product_title,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,review_headline_body,words,sentiment,sentiment_val,helpful_rate,c,r
11643,451617076,gerber first essentials 2 pack soft center latex pacifier,4.0,0.0,0.0,0.0,0.0,best paci ever,"I bought this when my little girl was a newborn. This is the only one out of many that she has stuck to and prefers and she is now 16 months. I love its old fashioned look and as somone previously stated, it does not alloew for a rash around the mouth like others do.",2014-01-15,"best paci ever I bought this when my little girl was a newborn. This is the only one out of many that she has stuck to and prefers and she is now 16 months. I love its old fashioned look and as somone previously stated, it does not alloew for a rash around the mouth like others do.",58,neu,3.498809523809524,0.0,0.0,0.0
11650,473538559,"philips aventbpa free soothie pacifier, 3+ months, green, 2 count",3.0,0.0,0.0,0.0,0.0,Doesn't stay in the mouth,"Despite having received one in the hospital and it being his first pacifier, our son doesn't like these. They do not stay in his mouth as well as the other Philips pacifiers or NUK brand pacifiers. I think the main part is that they are not that pliable enough for strong sucking.",2014-01-14,"Doesn't stay in the mouth Despite having received one in the hospital and it being his first pacifier, our son doesn't like these. They do not stay in his mouth as well as the other Philips pacifiers or NUK brand pacifiers. I think the main part is that they are not that pliable enough for strong sucking.",57,neu,3.29,0.0,0.0,0.0
11722,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",3.0,0.0,0.0,0.0,0.0,Not the best.,Not the best pacifier out there.  It kept falling out of the babies mouth.  some of the more expensive pacifiers were better contoured.,2014-01-14,Not the best. Not the best pacifier out there.  It kept falling out of the babies mouth.  some of the more expensive pacifiers were better contoured.,26,neu,4.0,0.0,0.0,0.0
11868,808441948,"natursutten bpa free natural rubber pacifier, butterfly shield, orthodontic nipple",3.0,3.0,5.0,0.0,0.0,0 - 6 months size is too small for my 7 week old,"My 7 week old son loves the Soothie he got in the hospital, and we're both breast and bottle feeding.  He had a tongue and lip tie that we just got corrected. And, he's having some issues with latching, so I wanted to try something different, that might help with his breast latch.<br /><br />Anyway, compared to the Soothie, the outer shield is larger on the Natursutten.  The Soothie doesn't cover my son's nose, but the Natursutten goes up halfway over his nostrils.  But the part that goes in the baby's mouth is much much smaller.  The Soothie mouth-piece is about the size of a Crayola Marker (about 1/2 inch diameter), whereas the mouth-piece on the 0 - 6 month Natursutten is about the size of a Bic pen where it connects to the shield, and the bump on the end is about the size of a Skittle.<br /><br />There is also a rubber smell to it, as well as a squeak.  It's almost like sucking on a balloon.<br /><br />If your baby likes the Soothie, this may not be a good all natural alternative.",2014-01-03,"0 - 6 months size is too small for my 7 week old My 7 week old son loves the Soothie he got in the hospital, and we're both breast and bottle feeding.  He had a tongue and lip tie that we just got corrected. And, he's having some issues with latching, so I wanted to try something different, that might help with his breast latch.<br /><br />Anyway, compared to the Soothie, the outer shield is larger on the Natursutten.  The Soothie doesn't cover my son's nose, but the Natursutten goes up halfway over his nostrils.  But the part that goes in the baby's mouth is much much smaller.  The Soothie mouth-piece is about the size of a Crayola Marker (about 1/2 inch diameter), whereas the mouth-piece on the 0 - 6 month Natursutten is about the size of a Bic pen where it connects to the shield, and the bump on the end is about the size of a Skittle.<br /><br />There is also a rubber smell to it, as well as a squeak.  It's almost like sucking on a balloon.<br /><br />If your baby likes the Soothie, this may not be a good all natural alternative.",198,neu,3.1875,0.6,0.0008628954937679769,0.0028097287346624034
11916,392768822,wubbanub infant pacifier - giraffe,4.0,0.0,0.0,0.0,0.0,SUPER CUTE!!!,I got this for my son we received so much compliments about this & he was just so cute with it.,2013-12-30,SUPER CUTE!!! I got this for my son we received so much compliments about this & he was just so cute with it.,23,pos,4.004947916666667,0.0,0.0,0.0
11923,508170926,wubbanub infant plush toy pacifier green frog,4.0,0.0,0.0,0.0,0.0,Fantastic!,"My son loved his WubbaNub pacifier and so did I!  After a short time, he was able to place this pacifier in his mouth ON HIS OWN!  I can't express in words how happy THAT made me!<br /><br />This frog is the perfect size...not too big, but not too small either.  Washing was a breeze - I just stuck it in the washing machine with his clothes and would let it air dry.<br /><br />Another bonus, around 1 year of age, HE decided to stop using it on his own.  I'm so glad that I didn't have to go through that battle with him!  I think that kids generally don't want large items hanging out of their mouth by that age...so rather than have the trouble of getting rid of a pacifier at 2+, he has learned to self soothe without one.<br /><br />Thanks WubbaNub for making a quality product that we all enjoy! As a side note, these pacifiers are simply cute...so they quickly become a lovable part of your daily routine.",2013-12-29,"Fantastic! My son loved his WubbaNub pacifier and so did I!  After a short time, he was able to place this pacifier in his mouth ON HIS OWN!  I can't express in words how happy THAT made me!<br /><br />This frog is the perfect size...not too big, but not too small either.  Washing was a breeze - I just stuck it in the washing machine with his clothes and would let it air dry.<br /><br />Another bonus, around 1 year of age, HE decided to stop using it on his own.  I'm so glad that I didn't have to go through that battle with him!  I think that kids generally don't want large items hanging out of their mouth by that age...so rather than have the trouble of getting rid of a pacifier at 2+, he has learned to self soothe without one.<br /><br />Thanks WubbaNub for making a quality product that we all enjoy! As a side note, these pacifiers are simply cute...so they quickly become a lovable part of your daily routine.",174,neu,3.715538847117794,0.0,0.0,0.0
11951,179903806,3ct diamond pacifier (278 pave set diamonds),4.0,29.0,29.0,0.0,0.0,Perfect!,"It goes wonderfully with my leaded crystal placenta serving bowl.  However, little Ainslee Quinoa prefers platinum to white gold.  I do hope in the future they will consider upgrading their material.  But I suppose for only 17K you get what you pay for.",2013-12-24,"Perfect! It goes wonderfully with my leaded crystal placenta serving bowl.  However, little Ainslee Quinoa prefers platinum to white gold.  I do hope in the future they will consider upgrading their material.  But I suppose for only 17K you get what you pay for.",44,neu,3.6041666666666665,1.0,0.013902205177372963,0.05142335400891618
11963,179903806,3ct diamond pacifier (278 pave set diamonds),3.0,8.0,14.0,0.0,0.0,not platinum?,"Why put all those diamonds on white gold? My one year old hates white gold. She prefers a stronger paci made of platinum. Although In the end it was worth selling our house and moving into an apartment to afford to buy her this. What kind of parent would NOT buy this for their child? A terrible one who does not value money, bling, and absolute ridiculousness! We are currently relocating to a tent to purchase one for our second born ...cuz we be good parents!!",2013-12-22,"not platinum? Why put all those diamonds on white gold? My one year old hates white gold. She prefers a stronger paci made of platinum. Although In the end it was worth selling our house and moving into an apartment to afford to buy her this. What kind of parent would NOT buy this for their child? A terrible one who does not value money, bling, and absolute ridiculousness! We are currently relocating to a tent to purchase one for our second born ...cuz we be good parents!!",88,neu,3.25,0.5714285714285714,0.002191480619093275,0.006998624451953159
11964,179903806,3ct diamond pacifier (278 pave set diamonds),4.0,15.0,19.0,0.0,0.0,"Nice for the money, but be warned...","My firstborn LOVED this pacifier! He loved it so much, that when I finally decided to wean him off it and take it away at the age of 17, he cried for three days nonstop. I had to cut the tip off and say binky boken to get him to realize it was over and done with. Though I solved that problem, my wife was none too pleased with my actions. What's the big deal?",2013-12-22,"Nice for the money, but be warned... My firstborn LOVED this pacifier! He loved it so much, that when I finally decided to wean him off it and take it away at the age of 17, he cried for three days nonstop. I had to cut the tip off and say binky boken to get him to realize it was over and done with. Though I solved that problem, my wife was none too pleased with my actions. What's the big deal?",82,neu,3.821428571428571,0.7894736842105263,0.005676944037947217,0.02207058865956975
11968,179903806,3ct diamond pacifier (278 pave set diamonds),3.0,28.0,42.0,0.0,0.0,Only my first born..,I am SO glad I had three kids! I had to sell my first born to provide this for my third. My second child went blind when the sun caught the diamond at a strange angle but we are Adjusting well. The baby never cries anymore! Sure his head is buried on his chest due to the weight if the object and when he falls asleep with it in his mouth (on his back-clearly!) it is so weighed down into his mouth it NEVER falls out! He can't even flip over in his sleep thanks to the paci! We have been using this since day one and tomorrow he turns five. Thankful we bought this!,2013-12-22,Only my first born.. I am SO glad I had three kids! I had to sell my first born to provide this for my third. My second child went blind when the sun caught the diamond at a strange angle but we are Adjusting well. The baby never cries anymore! Sure his head is buried on his chest due to the weight if the object and when he falls asleep with it in his mouth (on his back-clearly!) it is so weighed down into his mouth it NEVER falls out! He can't even flip over in his sleep thanks to the paci! We have been using this since day one and tomorrow he turns five. Thankful we bought this!,119,neu,3.1707175925925926,0.6666666666666666,0.0,0.0
12021,667171015,fctry - baby pacifiers,3.0,0.0,0.0,0.0,0.0,Cute but baby hates it,"My mother bought we two of these because they looked like they'd be a lot of fun for pictures. Unfortunately, my son hates them. The mustache part makes the pacifier really heavy so it pulls out of his mouth, and the nipple is shaped differently than the ones he likes (The Avent ones).",2013-12-16,"Cute but baby hates it My mother bought we two of these because they looked like they'd be a lot of fun for pictures. Unfortunately, my son hates them. The mustache part makes the pacifier really heavy so it pulls out of his mouth, and the nipple is shaped differently than the ones he likes (The Avent ones).",58,neu,3.04,0.0,0.0,0.0
12029,147016145,"nuk hello kitty puller pacifier, 6-18 months",4.0,0.0,0.0,0.0,0.0,Cute but no cover,"This is so cute!! However, it doesn't comes with cover nor casing. It'll be perfect if it comes with cover.",2013-12-15,"Cute but no cover This is so cute!! However, it doesn't comes with cover nor casing. It'll be perfect if it comes with cover.",24,pos,4.520833333333333,0.0,0.0,0.0
12035,343148814,the first years gumdrop newborn pacifier,4.0,0.0,0.0,0.0,0.0,"I wish I would have known about these with our first baby, as they would have been all we'd have used!!","I use only the Gumdrop pacifiers with our current baby, mainly for safety, as all she ever wants to do with them is bite on them while teething. Gumdrop ones are all one piece, so there is nothing to accidentally choke on, since there are no pieces to break apart.<br />With our other babies, we used NUK and MAM, which I also love, but we've discovered this brand with our baby and LOVE it! She can stick her finger inside the nipple part and bite down without actually hurting herself...we do this for her as well, without getting bit, and she can gnaw to her heart's content...the are nice colours, and I like that they have changed the design to be curved under the nose, instead of round like the original ones that used to cover over babies' noses...",2013-12-14,"I wish I would have known about these with our first baby, as they would have been all we'd have used!! I use only the Gumdrop pacifiers with our current baby, mainly for safety, as all she ever wants to do with them is bite on them while teething. Gumdrop ones are all one piece, so there is nothing to accidentally choke on, since there are no pieces to break apart.<br />With our other babies, we used NUK and MAM, which I also love, but we've discovered this brand with our baby and LOVE it! She can stick her finger inside the nipple part and bite down without actually hurting herself...we do this for her as well, without getting bit, and she can gnaw to her heart's content...the are nice colours, and I like that they have changed the design to be curved under the nose, instead of round like the original ones that used to cover over babies' noses...",160,neu,3.3656517094017095,0.0,0.0,0.0
12044,671647927,safety 1st pacifier medicine dispenser,2.0,1.0,1.0,0.0,0.0,Not good!,"The npple is very hard!  My daughter did not like, using a bottle nipple is easier than this using this!",2013-12-13,"Not good! The npple is very hard!  My daughter did not like, using a bottle nipple is easier than this using this!",22,neg,1.9700520833333333,1.0,0.00047938638542665386,0.0009270297813370454
12075,450475749,wubbanub brown monkey pacifier,4.0,1.0,1.0,0.0,0.0,The Peacemaker,"This is my daughter's favorite pacifier.  As an infant with limited motor control, the best part is that the animal body makes it more difficult for her to lose it or for it to fall out of her mouth.",2013-12-10,"The Peacemaker This is my daughter's favorite pacifier.  As an infant with limited motor control, the best part is that the animal body makes it more difficult for her to lose it or for it to fall out of her mouth.",41,neu,3.571428571428571,1.0,0.00047938638542665386,0.0017608426803842757
12110,515907812,nuby paci cradle pacifier box,4.0,0.0,0.0,0.0,0.0,Great product!,Very handy.  I like that it holds two. Easier to clean than fabric pacifier carriers. And at this price you can buy several to have on hand.,2013-12-05,Great product! Very handy.  I like that it holds two. Easier to clean than fabric pacifier carriers. And at this price you can buy several to have on hand.,29,pos,4.073333333333333,0.0,0.0,0.0
12123,407277980,"2 pack natursutten bpa-free natural rubber pacifier, orthodontic nipple",4.0,0.0,0.0,0.0,0.0,These are amazing pacifiers... there are so many unfair reviews about it!!,"A lot of people have left negative reviews that are unfair. First of all, ALL pacifiers wear out and need replacing every so often. Not just this one. Secondly, in my experience anyway, if you give your baby a brand of pacifier that he gets used to and then try to switch it to another brand... it won't go over well. This pacifier DOES have a smell, but it does not bother me at all. In fact, I've grown to love it. I think of my baby instantly when I smell it. This pacifier DOES get sticky- it means it's time to replace it. This pacifier DOES hit the nose- it's supposed to. I never felt that it blocked airflow or in any way bothered my baby and we've been using ONLY these pacifiers since he was two weeks old. He refuses to take anything else and I honestly don't care- these are the best!!!",2013-12-03,"These are amazing pacifiers... there are so many unfair reviews about it!! A lot of people have left negative reviews that are unfair. First of all, ALL pacifiers wear out and need replacing every so often. Not just this one. Secondly, in my experience anyway, if you give your baby a brand of pacifier that he gets used to and then try to switch it to another brand... it won't go over well. This pacifier DOES have a smell, but it does not bother me at all. In fact, I've grown to love it. I think of my baby instantly when I smell it. This pacifier DOES get sticky- it means it's time to replace it. This pacifier DOES hit the nose- it's supposed to. I never felt that it blocked airflow or in any way bothered my baby and we've been using ONLY these pacifiers since he was two weeks old. He refuses to take anything else and I honestly don't care- these are the best!!!",167,neu,3.28125,0.0,0.0,0.0
12125,137289931,kidz-med veratemp 5-in-1 non-contact thermometer #11900 with pacifier medicine dispenser,4.0,3.0,3.0,0.0,0.0,VeraTemp 5-in-1 non-contact thermometer,"I am a school nurse and have been using this and the professional level one. It is very accurate. I have found that when you do not watch the instruction CD and read the directions, it will seem that this does not work. It works great, no spit transmission, and it never misses a fever. Folks have to realize that to get an ideal temp, a patient has to wait 15 minutes to get acclimated to the room. If a kid comes in from the cold outside his skin temp will be cool thus a lower temp. Most kids with fever come in red cheeked, red ears, irritable, and lethargic plus other symptoms. I usually recheck only the fevers with a B&D digital under the tongue thermometer (which is consider the most accurate way to test). I would say that 99% of the time the two match. Confounding factors are: did the child have a cold drink after lunch before he came into the office? Is the child dehydrated? Has the child not been fed? Dehydration can raise core temp. Not eating a meal can reduce temp since metabolism is slowed due to no body fuel. Cold drinks cool down the mouth and head. Temp is dynamic and changes throughout the day with one's circadium cycle. Last thoughts, if you have 2 thermometers and one reads normal and the other reads high, which one is right or wrong? There is more to an assessment than temp just saying.",2013-12-03,"VeraTemp 5-in-1 non-contact thermometer I am a school nurse and have been using this and the professional level one. It is very accurate. I have found that when you do not watch the instruction CD and read the directions, it will seem that this does not work. It works great, no spit transmission, and it never misses a fever. Folks have to realize that to get an ideal temp, a patient has to wait 15 minutes to get acclimated to the room. If a kid comes in from the cold outside his skin temp will be cool thus a lower temp. Most kids with fever come in red cheeked, red ears, irritable, and lethargic plus other symptoms. I usually recheck only the fevers with a B&D digital under the tongue thermometer (which is consider the most accurate way to test). I would say that 99% of the time the two match. Confounding factors are: did the child have a cold drink after lunch before he came into the office? Is the child dehydrated? Has the child not been fed? Dehydration can raise core temp. Not eating a meal can reduce temp since metabolism is slowed due to no body fuel. Cold drinks cool down the mouth and head. Temp is dynamic and changes throughout the day with one's circadium cycle. Last thoughts, if you have 2 thermometers and one reads normal and the other reads high, which one is right or wrong? There is more to an assessment than temp just saying.",252,neu,3.1679419813902574,1.0,0.0014381591562799617,0.005169725900934792
12134,179903806,3ct diamond pacifier (278 pave set diamonds),4.0,13.0,24.0,0.0,0.0,This S*** is the Bomb,I go to da South side all da time to buy me some jewlereee my man dayday like it when I look fresh. I been puttin off buyin food for da kids to save for da dis. After all ain't school lunch free? I tell em to steal some of da lunches cuz they ain't eating at home. Dayday say I'm his gurl and dat he want me on the skeets to prove to him I kare so it been like a few years and I can finally come home and I got 17 grand for him. He said he need to buy dis for some hoodrat and that is having a baby...pssshhhh Laquonda is her name she b wanting dis for a baby shower gift. I ordered it online my mom's help me type my address in and it came da other day. I ain't never seen anything so shiny before it lit up my whole room. Well thanks to da amazon ppl dayday and laquonda took da pacifire and left me here with da kids.  But I gots a plan I'm gonna get me a job at da Popeye and find me a man.,2013-12-03,This S*** is the Bomb I go to da South side all da time to buy me some jewlereee my man dayday like it when I look fresh. I been puttin off buyin food for da kids to save for da dis. After all ain't school lunch free? I tell em to steal some of da lunches cuz they ain't eating at home. Dayday say I'm his gurl and dat he want me on the skeets to prove to him I kare so it been like a few years and I can finally come home and I got 17 grand for him. He said he need to buy dis for some hoodrat and that is having a baby...pssshhhh Laquonda is her name she b wanting dis for a baby shower gift. I ordered it online my mom's help me type my address in and it came da other day. I ain't never seen anything so shiny before it lit up my whole room. Well thanks to da amazon ppl dayday and laquonda took da pacifire and left me here with da kids.  But I gots a plan I'm gonna get me a job at da Popeye and find me a man.,201,neu,3.283333333333333,0.5416666666666666,0.0,0.0
12331,735580975,"avent orthodontic translucent silicone pacifier, clear, 0-6 months 2 ea",4.0,0.0,0.0,0.0,0.0,Greatness!,"My baby is obsessed with this pacifier now that she is a little older, she always took it but now it's like she prefers it. If she likes it then I love it!",2013-11-20,"Greatness! My baby is obsessed with this pacifier now that she is a little older, she always took it but now it's like she prefers it. If she likes it then I love it!",34,neu,3.0520833333333335,0.0,0.0,0.0
12391,106521272,wubbanub elephant pacifier,4.0,0.0,0.0,0.0,0.0,Absolute Life Saver!,"The elephant wubbanub is amazing! It is the perfect weight to keep the pacifier in her mouth and at the right angle. We have the duck wubbanub also, but it does not work at well at the elephant!",2013-11-18,"Absolute Life Saver! The elephant wubbanub is amazing! It is the perfect weight to keep the pacifier in her mouth and at the right angle. We have the duck wubbanub also, but it does not work at well at the elephant!",41,pos,4.178571428571429,0.0,0.0,0.0
12393,578779420,clevamama microwave baby pacifier sterilizer,4.0,0.0,0.0,0.0,0.0,Great idea!,"This is a really neat item, even though we ended up not using it. Our baby won't use a pacifier, so we ended up not actually using it, but the concept is really neat! You hang all of the pacifiers on the little &#34;branches&#34; like a tree, then seal the lid closed, with the measured amount of water in it, and microwave, and it sterilizes the pacifiers. They remain sterilized as long as the container is sealed closed, so if you are not going to use them for a few days, you just leave them in. It's really great, and I wish I would have known about it with some of our other babies who did use pacifiers! Highly recommend!",2013-11-18,"Great idea! This is a really neat item, even though we ended up not using it. Our baby won't use a pacifier, so we ended up not actually using it, but the concept is really neat! You hang all of the pacifiers on the little &#34;branches&#34; like a tree, then seal the lid closed, with the measured amount of water in it, and microwave, and it sterilizes the pacifiers. They remain sterilized as long as the container is sealed closed, so if you are not going to use them for a few days, you just leave them in. It's really great, and I wish I would have known about it with some of our other babies who did use pacifiers! Highly recommend!",122,neu,3.2760416666666665,0.0,0.0,0.0
12409,64500002,"nuk baby talk puller pacifier in assorted colors and styles, 0-6 months",2.0,3.0,8.0,0.0,0.0,Not worth the risk of getting Hot Pink for a boy,"This is really more for the seller than the actual product. If you want these binky's, just go to Target and get them. You might pay an extra buck but at least you get the right colors. I ordered what was pictured as Blue and Green, and I got Hot Pink ones. For my son...",2013-11-14,"Not worth the risk of getting Hot Pink for a boy This is really more for the seller than the actual product. If you want these binky's, just go to Target and get them. You might pay an extra buck but at least you get the right colors. I ordered what was pictured as Blue and Green, and I got Hot Pink ones. For my son...",66,neu,3.072619047619048,0.375,0.0005393096836049856,0.0014820890411072919
12582,381226741,philips avent bpa free contemporary freeflow pacifier,4.0,0.0,0.0,0.0,0.0,better than soothie for my baby,"my baby loved this, it's got an elliptical shape so it's easier to fit into mouth. my baby was picky and wouldn't take some of the rounded pacifiers like soothie despite the overwhelming number of positive reviews. this one turned out to be perfect and a lifesaver!",2013-11-06,"better than soothie for my baby my baby loved this, it's got an elliptical shape so it's easier to fit into mouth. my baby was picky and wouldn't take some of the rounded pacifiers like soothie despite the overwhelming number of positive reviews. this one turned out to be perfect and a lifesaver!",53,pos,4.109090909090909,0.0,0.0,0.0
12603,381226741,philips avent bpa free contemporary freeflow pacifier,3.0,1.0,2.0,0.0,0.0,My baby loves these,"I don't know why my baby loves Avant Pacifiers so much, but he just does. We've tried a range of different kinds, shapes, and sizes. The Avant manages to keep him occupied the longest.<br /><br />There isn't a top or bottom, so you don't have to worry inserting it the wrong way, and they come in a range of kid-friendly colors, which helps with identifying which one to use (I don't know how many times I've asked my wife, Which one's the clean one? to which she'll reply, Use the blue one, the green one's dirty.).<br /><br />One minor annoyance, sudsy water can get trapped inside the nipple when you wash it. Rinsing it out is pretty easy, just pinch and release the nipple a few times while running it under the faucet. This seems to do the trick, even if you can't actually get in there and scrub it out. Of course, if all else fails, you can also give it a good boil to kill any germs.",2013-11-03,"My baby loves these I don't know why my baby loves Avant Pacifiers so much, but he just does. We've tried a range of different kinds, shapes, and sizes. The Avant manages to keep him occupied the longest.<br /><br />There isn't a top or bottom, so you don't have to worry inserting it the wrong way, and they come in a range of kid-friendly colors, which helps with identifying which one to use (I don't know how many times I've asked my wife, Which one's the clean one? to which she'll reply, Use the blue one, the green one's dirty.).<br /><br />One minor annoyance, sudsy water can get trapped inside the nipple when you wash it. Rinsing it out is pretty easy, just pinch and release the nipple a few times while running it under the faucet. This seems to do the trick, even if you can't actually get in there and scrub it out. Of course, if all else fails, you can also give it a good boil to kill any germs.",173,neu,3.1625,0.5,0.00023969319271332693,0.0007704918841500156
12616,572944212,wubbanub soft toy and pacifier,4.0,0.0,0.0,0.0,0.0,Best Pacifier Around,"We love these. My daughter is 2 and still uses this every day. She has been using them since she was born and they became a life saver for us. There is nothing worse than trying to find a small pacifier in the crib, in the dark. This wubbanub makes it so much easier to find and it keeps the pacifier in the child's mouth when they sleep. When they are riding in the carseat, you can use the plush body to keep the pacifier in the child's mouth. These DO get filthy though... they fall on the floor and the plush part gets dirty. We usually throw them in the wash with a non scented mild baby detergent, let them air dry, and then clean the rubber part with a mild dish soap. Also, the rubber part is NOT removable. If the child bites through the rubber, the pacifier part can not be replaced.",2013-10-31,"Best Pacifier Around We love these. My daughter is 2 and still uses this every day. She has been using them since she was born and they became a life saver for us. There is nothing worse than trying to find a small pacifier in the crib, in the dark. This wubbanub makes it so much easier to find and it keeps the pacifier in the child's mouth when they sleep. When they are riding in the carseat, you can use the plush body to keep the pacifier in the child's mouth. These DO get filthy though... they fall on the floor and the plush part gets dirty. We usually throw them in the wash with a non scented mild baby detergent, let them air dry, and then clean the rubber part with a mild dish soap. Also, the rubber part is NOT removable. If the child bites through the rubber, the pacifier part can not be replaced.",158,neu,3.033333333333333,0.0,0.0,0.0
12640,110124739,wubbanub infant pacifier ~ red dog & green frog,4.0,0.0,0.0,0.0,0.0,Love the wubbanub,"The green hospital pacifier was the only one that my daughter would take from the start, no matter how many efforts were made to try other types of pacifiers. I particularly like that the plushy filling is heavy enough so that it stays in place while my daughter sleeps. I also like that the soft plushy doubles as a toy when not being used as a pacifier. Plus with this combo it's always great to have a spare.",2013-10-28,"Love the wubbanub The green hospital pacifier was the only one that my daughter would take from the start, no matter how many efforts were made to try other types of pacifiers. I particularly like that the plushy filling is heavy enough so that it stays in place while my daughter sleeps. I also like that the soft plushy doubles as a toy when not being used as a pacifier. Plus with this combo it's always great to have a spare.",81,neu,3.308333333333333,0.0,0.0,0.0
12648,311600177,razbaby keep-it-kleen pacifier,2.0,0.0,0.0,0.0,0.0,More dangerous than helpful!,"This pacifier keeps closing on my son as we try to give it to him, although it hasn't pinched his fingers it has mine while trying to open it back up. He personally doesn't care for it, and will accept the gum drop ones over this thing. Great concept, but clunky and unsafe design. Just buy cheaper ones, and keep a few extra ones on hand for when they are dropped.",2013-10-27,"More dangerous than helpful! This pacifier keeps closing on my son as we try to give it to him, although it hasn't pinched his fingers it has mine while trying to open it back up. He personally doesn't care for it, and will accept the gum drop ones over this thing. Great concept, but clunky and unsafe design. Just buy cheaper ones, and keep a few extra ones on hand for when they are dropped.",75,neu,3.0875,0.0,0.0,0.0
12695,831792142,"nuk 2 count sports orthodontic pacifier, sports may vary",4.0,0.0,0.0,0.0,0.0,My son loves them!,This is the only brand that we will purchase! My son loves them and I love that I can trust this brand. Also they have such cute designs!,2013-10-24,My son loves them! This is the only brand that we will purchase! My son loves them and I love that I can trust this brand. Also they have such cute designs!,32,neu,3.5625,0.0,0.0,0.0
12731,911821018,wubbanub lamb infant pacifier,4.0,7.0,8.0,0.0,0.0,The Cutest Wubbanub Available,"The lamb design is the cutest Wubbanub (Wubs) available. Great color. So precious. Everyone that has seen it LOVES it. My 2 month girl and I refer to it as her &#34;Lamby&#34;. We've been using the Wub since she was 3 weeks since she spits out all other pacis.<br /><br />As all Wubs go, great clever design. Helps keep the paci in place because the plush toy gives it some weight but not too much. If the baby wants to spit it out, she still can. And once baby is old enough they can hold it and snuggle it while they use the paci part...or not. They are so soft.<br /><br />I'm also hoping that because there is an attached plush, it'll be easier to wean her off pacis when it's time.<br /><br />I wished the paci part was removable for washing and changing. I throw the entire Wub a lingerie bag and wash with a load of baby laundry. But I'm not sure how great that is since some of the baby laundry is quite soiled. So after I hang dry, I wash the paci again in the kitchen sink with hot soapy water before use. Also my girl is starting to prefer the more bulbous orthodontic pacis instead of the newborn Avent Soothie used on the Wubs. She might grow out of the &#34;Lamby&#34; if she no longer likes the shape and texture of the attached paci. I bought a Binkibear (you can change out the paci on that one) in case she wants to change but so far she hasn't.",2013-10-18,"The Cutest Wubbanub Available The lamb design is the cutest Wubbanub (Wubs) available. Great color. So precious. Everyone that has seen it LOVES it. My 2 month girl and I refer to it as her &#34;Lamby&#34;. We've been using the Wub since she was 3 weeks since she spits out all other pacis.<br /><br />As all Wubs go, great clever design. Helps keep the paci in place because the plush toy gives it some weight but not too much. If the baby wants to spit it out, she still can. And once baby is old enough they can hold it and snuggle it while they use the paci part...or not. They are so soft.<br /><br />I'm also hoping that because there is an attached plush, it'll be easier to wean her off pacis when it's time.<br /><br />I wished the paci part was removable for washing and changing. I throw the entire Wub a lingerie bag and wash with a load of baby laundry. But I'm not sure how great that is since some of the baby laundry is quite soiled. So after I hang dry, I wash the paci again in the kitchen sink with hot soapy water before use. Also my girl is starting to prefer the more bulbous orthodontic pacis instead of the newborn Avent Soothie used on the Wubs. She might grow out of the &#34;Lamby&#34; if she no longer likes the shape and texture of the attached paci. I bought a Binkibear (you can change out the paci on that one) in case she wants to change but so far she hasn't.",267,neu,3.4975,0.875,0.002936241610738255,0.011274804039438306
12796,460495350,"nuk 2 pack silicone orthodontic bpa free juicy pacifier, size 1",4.0,0.0,1.0,0.0,0.0,Seems to like them,"And after only giving my first born the one piece ones, and having him never really get into the whole pacifier thing, I did myself a favor and gave my second one these. I throw them all away periodically and just replace them- you can't get them clean. Make sure there isn't a 'ring' of hair and dirt where the nipple meets the plastic- if you just pull it back a little with your finger you'll see what can accumulate in a few days. And if you would never let your child suck on the same unsterilized pacifier for two days in a row, i doff my hat to you.",2013-10-13,"Seems to like them And after only giving my first born the one piece ones, and having him never really get into the whole pacifier thing, I did myself a favor and gave my second one these. I throw them all away periodically and just replace them- you can't get them clean. Make sure there isn't a 'ring' of hair and dirt where the nipple meets the plastic- if you just pull it back a little with your finger you'll see what can accumulate in a few days. And if you would never let your child suck on the same unsterilized pacifier for two days in a row, i doff my hat to you.",114,neu,3.150757575757576,0.0,0.0,0.0
