,product_parent,product_title,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,review_headline_body,words,sentiment,sentiment_val,helpful_rate,c,r
8803,694290590,conair corp pers care 146np conair ionic conditioning 1875-watt hair dryer,4.0,0.0,0.0,0.0,0.0,"Fast, quiet and less frizz!","Pros:<br />-Quiet<br />  I usually wear earplugs when drying my hair, but no more! This one's nice and quiet<br />-Fast<br />  Some people mistake quiet for less power, but this is not true.  This dryer dries my hair in half the time of my old noisy one, and I can tell by how much it blows my hair around that it is powerful.<br />-Less frizz<br />  This does not mean NO frizz, sadly, but my hair gets VERY frizzy when dried with a hair dryer, and with this hair dryer, the frizziness was about half as much - a vast improvement!<br />-Compact<br />  Folds up and fits in our little drawer!<br /><br />I don't really see any cons with this product. The cord is not very long, but I find that to be a pro because it doesn't get tangled.  After all, how far from the outlet do I really need to go?",2012-10-31,"Fast, quiet and less frizz! Pros:<br />-Quiet<br />  I usually wear earplugs when drying my hair, but no more! This one's nice and quiet<br />-Fast<br />  Some people mistake quiet for less power, but this is not true.  This dryer dries my hair in half the time of my old noisy one, and I can tell by how much it blows my hair around that it is powerful.<br />-Less frizz<br />  This does not mean NO frizz, sadly, but my hair gets VERY frizzy when dried with a hair dryer, and with this hair dryer, the frizziness was about half as much - a vast improvement!<br />-Compact<br />  Folds up and fits in our little drawer!<br /><br />I don't really see any cons with this product. The cord is not very long, but I find that to be a pro because it doesn't get tangled.  After all, how far from the outlet do I really need to go?",158,neu,2.968882385730212,0.0,0.0,0.0
8804,391944105,sedu revolution professional hair dryer (4000i),4.0,3.0,3.0,0.0,0.0,Impressed!,"I initially ordered the Solano 3500. Though it look sturdy and well made, my Conair 207P Infinity Tourmaline Ceramic Hair Dryer dries my hair way faster than the Solano 3500. I was going to exchange it with the Solano 3700 but it wasn't on sale and I don't want to pay $200 dollars for a hair dryer. I was hesitant to try the Sedu 4000i because of some negative reviews but I thought worst case scenario I can return it if I end up not liking it. Sedu 4000i is really small compared to other pro hair dryer. It look sturdy , has a sleek look and weighs 1.2 lbs, weighed not including the cord. Hair dryer's length is 5 3/4 inches ( without the concentrator ) , depth 2 3/4 inches, height ( from top of the dryer to the bottom of the handle ) 7 3/4 inches. Solano 3500 though much bigger than Sedu 4000i just weigh 1 pound. First time I used the Sedu 4000i I was so impressed. It dried my hair way faster ( took only 10 minutes ) than my 4 yr old Conair that burns my hair sometimes. I have long ( mid back ) hair. Medium thickness with some wave and I don't like to use flat iron or any kind of hair products on my hair. ( except shampoo and conditioner ). Sedu is also quieter than my old Conair and Solano 3500. With Sedu 4000i my hair looks so shiny, straight and frizz-free. I keep the ion switch off on my hair dryer because I want some body/volume on my hair. I so love my hair dryer that I am always looking forward to use it. Very highly recommended.",2012-10-29,"Impressed! I initially ordered the Solano 3500. Though it look sturdy and well made, my Conair 207P Infinity Tourmaline Ceramic Hair Dryer dries my hair way faster than the Solano 3500. I was going to exchange it with the Solano 3700 but it wasn't on sale and I don't want to pay $200 dollars for a hair dryer. I was hesitant to try the Sedu 4000i because of some negative reviews but I thought worst case scenario I can return it if I end up not liking it. Sedu 4000i is really small compared to other pro hair dryer. It look sturdy , has a sleek look and weighs 1.2 lbs, weighed not including the cord. Hair dryer's length is 5 3/4 inches ( without the concentrator ) , depth 2 3/4 inches, height ( from top of the dryer to the bottom of the handle ) 7 3/4 inches. Solano 3500 though much bigger than Sedu 4000i just weigh 1 pound. First time I used the Sedu 4000i I was so impressed. It dried my hair way faster ( took only 10 minutes ) than my 4 yr old Conair that burns my hair sometimes. I have long ( mid back ) hair. Medium thickness with some wave and I don't like to use flat iron or any kind of hair products on my hair. ( except shampoo and conditioner ). Sedu is also quieter than my old Conair and Solano 3500. With Sedu 4000i my hair looks so shiny, straight and frizz-free. I keep the ion switch off on my hair dryer because I want some body/volume on my hair. I so love my hair dryer that I am always looking forward to use it. Very highly recommended.",290,neu,3.228,1.0,0.0003885003885003885,0.0013903411254762605
8808,983445543,sunbeam/oster 1500 watt wall mounted hair dryer.,4.0,1.0,1.0,0.0,0.0,Works great,"I love this in my kids bathroom because its something they actually put up! It's working great! Our last one only lasted about a year, so hopefully this one will last longer",2012-10-28,"Works great I love this in my kids bathroom because its something they actually put up! It's working great! Our last one only lasted about a year, so hopefully this one will last longer",34,neu,3.657142857142857,1.0,0.0001295001295001295,0.00048202801977592527
8811,758099411,conair 1875 watt tourmaline ceramic hair dryer,4.0,0.0,0.0,0.0,0.0,Good!,It is in good quality and convenient to use. I am highly recommended this product. And I love the product!,2012-10-25,Good! It is in good quality and convenient to use. I am highly recommended this product. And I love the product!,21,pos,4.18,0.0,0.0,0.0
8816,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",4.0,1.0,1.0,0.0,0.0,I Love this Hair Dryer!,"I have long hair, it goes just past my mid back, and I blow dry my hair almost every day. So as you can imagine a good hair dryer is very important to me. Although I only got the hair dryer yesterday after using it this morning I had to post a review. This is the best hair dryer I have had in a long time. It has a lot of power and my hair was completely dry in about 10 mins +/-. Considering how much hair I have this is FAST. The dryer itself is not too heavy and is quieter than most models. My hair was so soft, straight and shiny after using this hair dryer I must say I am instantly in love.",2012-10-24,"I Love this Hair Dryer! I have long hair, it goes just past my mid back, and I blow dry my hair almost every day. So as you can imagine a good hair dryer is very important to me. Although I only got the hair dryer yesterday after using it this morning I had to post a review. This is the best hair dryer I have had in a long time. It has a lot of power and my hair was completely dry in about 10 mins +/-. Considering how much hair I have this is FAST. The dryer itself is not too heavy and is quieter than most models. My hair was so soft, straight and shiny after using this hair dryer I must say I am instantly in love.",131,neu,3.4064912280701756,1.0,0.0001295001295001295,0.0004670061280987352
8824,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",4.0,0.0,0.0,0.0,0.0,Good stuff,"As usual most of items here I buy for my wife))) She likes this hair dryer! It has cold, warm and hot regime, concentrator and diffuser that helps her to stylish her hair in different ways. It's very comfortable to hand it. We are thinking about Remington flat iron now ;)",2012-10-22,"Good stuff As usual most of items here I buy for my wife))) She likes this hair dryer! It has cold, warm and hot regime, concentrator and diffuser that helps her to stylish her hair in different ways. It's very comfortable to hand it. We are thinking about Remington flat iron now ;)",53,neu,3.4672727272727273,0.0,0.0,0.0
8825,346326614,conair ionic conditioning 1875 watt cord-keeper hair dryer w/ retractable cord and folding handle,2.0,12.0,12.0,0.0,0.0,nearly burned my house down!,"Do not  buy this Hair dryer! Mine caught fire when it was plugged in  but not turned on. If I had not been home it  would have burned down my house! As it was, I smelled smoke and  was able to put out the fire! Very scary ! I was  lucky I did not get burned and nothing was damaged. I will never buy another Conair product again!<br />C.",2012-10-21,"nearly burned my house down! Do not  buy this Hair dryer! Mine caught fire when it was plugged in  but not turned on. If I had not been home it  would have burned down my house! As it was, I smelled smoke and  was able to put out the fire! Very scary ! I was  lucky I did not get burned and nothing was damaged. I will never buy another Conair product again!<br />C.",74,neu,2.936111111111111,1.0,0.001554001554001554,0.004105697801521471
8835,238410319,andis 1875 watt professional ceramic ionic hair dryer,2.0,6.0,6.0,0.0,0.0,Very dangerous product - do not buy.,"My wife has been using this hair dryer for about a year now with no problems until today, when the dryer motor exploded in her hands and she was nearly electrocuted when she tried to unplug it. Reading some of the other reviews, I see that she was very lucky - the casing remained intact and the tiny sharp pieces of the motor remained inside the unit rather than turning into dangerous shrapnel. The Andis 82075 Tourmaline/Ionic Hair Dryer is a poorly-designed, dangerous product that should be taken off the market.",2012-10-17,"Very dangerous product - do not buy. My wife has been using this hair dryer for about a year now with no problems until today, when the dryer motor exploded in her hands and she was nearly electrocuted when she tried to unplug it. Reading some of the other reviews, I see that she was very lucky - the casing remained intact and the tiny sharp pieces of the motor remained inside the unit rather than turning into dangerous shrapnel. The Andis 82075 Tourmaline/Ionic Hair Dryer is a poorly-designed, dangerous product that should be taken off the market.",98,neg,2.575833333333333,1.0,0.000777000777000777,0.0018683241057572478
8840,569841544,professional lightweight hair dryer,4.0,1.0,1.0,0.0,0.0,Lightweight Hair Dryer,Best dryer I have ever owned.  I love it.  It took a bit to get it but it was well worth the wait.,2012-10-15,Lightweight Hair Dryer Best dryer I have ever owned.  I love it.  It took a bit to get it but it was well worth the wait.,26,pos,4.2,1.0,0.0001295001295001295,0.0005306030420812453
8842,685652978,conair soft bonnet hair dryer 1 ea,3.0,0.0,0.0,0.0,0.0,JUNK,"My sister had one and I did too.  The dryer would turn off on everything but the low setting right out of the box. Both units did this. Do not buy. No, you're not going to be one of the lucky ones...don't buy this piece of junk.",2012-10-14,"JUNK My sister had one and I did too.  The dryer would turn off on everything but the low setting right out of the box. Both units did this. Do not buy. No, you're not going to be one of the lucky ones...don't buy this piece of junk.",48,neu,3.4126984126984126,0.0,0.0,0.0
8849,560455235,conair yb075w pro yellowbird 1875-watt professional hair dryer,2.0,0.0,0.0,0.0,0.0,SUCKS HAIR INTO MOTOR !!  SO annoying !!!,"I dont understand the great reviews of others.  This hairdryer is less than average to me.<br /><br />Cons :<br />It does not get very hot.<br />does not have a strong blast.<br />Slow to dry my hair<br />Sucks my hair into the vent on the side and my hair gets stuck in the motor.<br /><br />Pros :<br />feels heavy and substantial.<br /><br />But the REALLY annoying thing is that it sucks my long hair into the vent on the side of the dryer and my hair gets stuck in the motor!!!!!!!!<br />I have to cut my hair out with scissors.  Yeah, OUCH.<br />Who puts the vent on the side, anyway????<br /><br />Dealbreaker.  This machine is going back to the store.",2012-10-11,"SUCKS HAIR INTO MOTOR !!  SO annoying !!! I dont understand the great reviews of others.  This hairdryer is less than average to me.<br /><br />Cons :<br />It does not get very hot.<br />does not have a strong blast.<br />Slow to dry my hair<br />Sucks my hair into the vent on the side and my hair gets stuck in the motor.<br /><br />Pros :<br />feels heavy and substantial.<br /><br />But the REALLY annoying thing is that it sucks my long hair into the vent on the side of the dryer and my hair gets stuck in the motor!!!!!!!!<br />I have to cut my hair out with scissors.  Yeah, OUCH.<br />Who puts the vent on the side, anyway????<br /><br />Dealbreaker.  This machine is going back to the store.",127,neg,2.7278846153846152,0.0,0.0,0.0
8850,380013605,turbo power twin turbo 2600 hair dryer,4.0,0.0,0.0,0.0,0.0,Six years of wonderful results.,I had this hair dryer for six (6) years. I'm surprised it lasted that long ...given my previous experiences with other dryers that didn't even reach a year of use. Absolutely worth the price.,2012-10-10,Six years of wonderful results. I had this hair dryer for six (6) years. I'm surprised it lasted that long ...given my previous experiences with other dryers that didn't even reach a year of use. Absolutely worth the price.,39,neu,3.352777777777778,0.0,0.0,0.0
8867,415057628,pro beauty tools professional turbo hair dryer,4.0,13.0,16.0,0.0,0.0,Better than a CHI hair dryer,"My CHI hair dryer had just broken after having it for less than a year and I went to buy a new one at walmart. This one claims to work as well as CHI but it works better. Im obessed with it, it drys my hair faster and makes it so much smoother. It makes my hair shinier and looks smooth even after I straighten it. I highly reccomend buying it.",2012-10-01,"Better than a CHI hair dryer My CHI hair dryer had just broken after having it for less than a year and I went to buy a new one at walmart. This one claims to work as well as CHI but it works better. Im obessed with it, it drys my hair faster and makes it so much smoother. It makes my hair shinier and looks smooth even after I straighten it. I highly reccomend buying it.",77,neu,3.3324242424242425,0.8125,0.001367845117845118,0.004816558278898271
8870,453645026,turbo power turbo 1500 professional hair dryer,4.0,1.0,1.0,0.0,0.0,Inherited by my mom!,I have really rebel wavy hair and my mom got this as a gift 10 yrs ago. We both used it. She gave it to me abt 4/5 yrs and honestly it sooo good. It leaves ur hair sleek and shiny (depending how good you take care of your hair). Anyway just recently it makes this weird sound and it smells kindda bad haha but i cant complain. I just need a new one after 10 yrs.,2012-09-29,Inherited by my mom! I have really rebel wavy hair and my mom got this as a gift 10 yrs ago. We both used it. She gave it to me abt 4/5 yrs and honestly it sooo good. It leaves ur hair sleek and shiny (depending how good you take care of your hair). Anyway just recently it makes this weird sound and it smells kindda bad haha but i cant complain. I just need a new one after 10 yrs.,81,neu,3.347272727272727,1.0,0.0001295001295001295,0.00045766904747872664
8876,486774008,"conair 1875 watt cord keeper 2-in-1 hair dryer, black",3.0,0.0,0.0,0.0,0.0,Nice Dryer...Cord shorts (hazard) out from reel,"This IS actually a nice dryer... although annoying to get the cord back in and out at times.  I have had this for about 4 years.  However, it now has a short in the cord where it attaches to the reel.  This makes the dryer not come on.  I have to jiggle the cord and turn back on to get it to work.  For obviously fire hazard reasons, I unplug it after use, but will need to find a new dryer as it's simply not safe to keep using.  That being said, I guess for the price it's fine; it does work well until it fails.  Just DON'T pull the cord too far out else you will likely have the same problem as me.",2012-09-26,"Nice Dryer...Cord shorts (hazard) out from reel This IS actually a nice dryer... although annoying to get the cord back in and out at times.  I have had this for about 4 years.  However, it now has a short in the cord where it attaches to the reel.  This makes the dryer not come on.  I have to jiggle the cord and turn back on to get it to work.  For obviously fire hazard reasons, I unplug it after use, but will need to find a new dryer as it's simply not safe to keep using.  That being said, I guess for the price it's fine; it does work well until it fails.  Just DON'T pull the cord too far out else you will likely have the same problem as me.",131,neu,3.0432900432900434,0.0,0.0,0.0
8894,258419037,"john frieda(r) jf1r 1,875-watt hair dryer",3.0,0.0,0.0,0.0,0.0,Horrible Placement of Buttons! Took it back!,"Needed a new blow dryer and thought this would be the one. Little did I know that I would turn it off and on and change the heat settings while simply holding it. Ended up returning it because I couldn't get used to it.<br /><br />It blow dries your hair really fast, but that's only when it's on the correct setting, which I kept changing with a slight tough of my hand. If anything, they should make the buttons a little harder to switch... or just move them completely.",2012-09-19,"Horrible Placement of Buttons! Took it back! Needed a new blow dryer and thought this would be the one. Little did I know that I would turn it off and on and change the heat settings while simply holding it. Ended up returning it because I couldn't get used to it.<br /><br />It blow dries your hair really fast, but that's only when it's on the correct setting, which I kept changing with a slight tough of my hand. If anything, they should make the buttons a little harder to switch... or just move them completely.",96,neg,2.7343013468013466,0.0,0.0,0.0
8902,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",4.0,0.0,0.0,0.0,0.0,i really like it,"I have only dried my hair twice with it, because I bought it 2 nights ago. I do like it, it feels quality to me. My hair is a lot less frizzy even After letting it dry half way then finishing with the dryer. I actually have very curly hair that is banana curls underneath and waves everywhere else. I did half my hair with the diffuser for the curls andhalf my head straight(no I didn't go out in public like this) and I like it for styling both ways. It's heavier then my red Revlon dryer and blue contair but it does a better job. I hated my blue dryer b/c I always had frizzy hair afterwards. The red dryer was like a someone blowing on my hair themselves no power at all. So far so good, I purchased mine at target, they have the dryers they sell on display so you can pick them up and feel the weight and shape I would suggest finding a local target that offers that before buying a new dryer. Make sure it's right weight for yourself, I was ok with it and I have corporal tunnel ion both my arms.",2012-09-17,"i really like it I have only dried my hair twice with it, because I bought it 2 nights ago. I do like it, it feels quality to me. My hair is a lot less frizzy even After letting it dry half way then finishing with the dryer. I actually have very curly hair that is banana curls underneath and waves everywhere else. I did half my hair with the diffuser for the curls andhalf my head straight(no I didn't go out in public like this) and I like it for styling both ways. It's heavier then my red Revlon dryer and blue contair but it does a better job. I hated my blue dryer b/c I always had frizzy hair afterwards. The red dryer was like a someone blowing on my hair themselves no power at all. So far so good, I purchased mine at target, they have the dryers they sell on display so you can pick them up and feel the weight and shape I would suggest finding a local target that offers that before buying a new dryer. Make sure it's right weight for yourself, I was ok with it and I have corporal tunnel ion both my arms.",203,neu,3.1296176046176045,0.0,0.0,0.0
8903,685652978,conair soft bonnet hair dryer 1 ea,2.0,0.0,0.0,0.0,0.0,awful awful awful,"would give it a 0 if i could<br />bonnet had a hole in it, and the air just doesnt seem to get through. this is a cheap product--make the investment!",2012-09-16,"awful awful awful would give it a 0 if i could<br />bonnet had a hole in it, and the air just doesnt seem to get through. this is a cheap product--make the investment!",33,neg,1.75,0.0,0.0,0.0
8904,635386699,"remington d3710 ceramic fast finish dual fan turbo hair dryer, 1875 watts",4.0,0.0,0.0,0.0,0.0,Helps with the frizzies,"I've had my share of hair dryers in my life time, so I confess I was relieved when my old one died. I knew exactly what I wanted: 1. Ionic technology because it helps reduce my frizzies.<br />2. At least 3 heat settings. Tired of warm and TOO HOT.<br />3. Power. My hair is thick and it takes some air velocity to dry it. Most dryers are pretty good, but the Turbo Setting does increase it. It's not wind tunnel awesome, but it's helpful.<br />This hair dryer met those requirements. As noted by several other reviewers, it is a bit larger and heavier than most other hand held hair dryers. If that is not an issue for you, I think you will like it.",2012-09-16,"Helps with the frizzies I've had my share of hair dryers in my life time, so I confess I was relieved when my old one died. I knew exactly what I wanted: 1. Ionic technology because it helps reduce my frizzies.<br />2. At least 3 heat settings. Tired of warm and TOO HOT.<br />3. Power. My hair is thick and it takes some air velocity to dry it. Most dryers are pretty good, but the Turbo Setting does increase it. It's not wind tunnel awesome, but it's helpful.<br />This hair dryer met those requirements. As noted by several other reviewers, it is a bit larger and heavier than most other hand held hair dryers. If that is not an issue for you, I think you will like it.",128,neu,3.3229166666666665,0.0,0.0,0.0
8908,694290590,conair corp pers care 146np conair ionic conditioning 1875-watt hair dryer,3.0,0.0,1.0,0.0,0.0,Conair 1875,"Conair 1875 hair dryer<br /><br />stopped working in less than a month.  The reset button won't click, so it won't start.  Don't feel like the hassle of trying for a credit or return, don't have packaging.  Am going to buy local where I can easily return something.",2012-09-14,"Conair 1875 Conair 1875 hair dryer<br /><br />stopped working in less than a month.  The reset button won't click, so it won't start.  Don't feel like the hassle of trying for a credit or return, don't have packaging.  Am going to buy local where I can easily return something.",49,neu,3.177777777777778,0.0,0.0,0.0
8909,919751065,revlon 1875w volumizing hair dryer,2.0,1.0,1.0,0.0,0.0,good while it lasted,Mine stopped working in less than 3 months.  As I was drying my hair it all of the sudden stopped.  Nothing I could do would make it turn back on.  It wasn't that expensive but I do expect it to last longer than 3 months.,2012-09-14,good while it lasted Mine stopped working in less than 3 months.  As I was drying my hair it all of the sudden stopped.  Nothing I could do would make it turn back on.  It wasn't that expensive but I do expect it to last longer than 3 months.,49,neu,3.011111111111111,1.0,0.0001295001295001295,0.0003469557811816007
8910,26711891,andis tourmaline ionic/ceramic 1875 watt hair dryer,4.0,0.0,0.0,0.0,0.0,"Good price, great for thick hair","I noticed an immediate difference in the texture of my hair after purchasing this hair dryer.  It took less time to dry, and it was much smoother, which was great because I have very thick hair.  The size and weight are fine.  I agree with other reviewers that the blue light is weird, but it's really not a big deal--you could cover it with electrical tape if it really drove you nuts.  I've had the hair dryer for a few months and have no complaints--it's been a great addition to my hair care arsenal.",2012-09-14,"Good price, great for thick hair I noticed an immediate difference in the texture of my hair after purchasing this hair dryer.  It took less time to dry, and it was much smoother, which was great because I have very thick hair.  The size and weight are fine.  I agree with other reviewers that the blue light is weird, but it's really not a big deal--you could cover it with electrical tape if it really drove you nuts.  I've had the hair dryer for a few months and have no complaints--it's been a great addition to my hair care arsenal.",100,neu,3.302156862745098,0.0,0.0,0.0
8924,415529274,travel smart by conair dual voltage 1200 watt folding hair dryer,3.0,3.0,4.0,0.0,0.0,Lasts unfortunately only one year,"This is a perfect little travel dryer; too bad that the plastic of the fan rotor is such bad quality. We have had 2 of these break after exactly 13 months of use (so just outside the warranty; on top of that the cost of mailing ect. inside the warranty period is prohibitive for actually using the warranty)<br />We bought the second one because the quality of the rest of the components as well as the construction is very good, but after the second break-down with exactly the same problem and after exactly the same time, we must conclude that this is not worth the money.",2012-09-06,"Lasts unfortunately only one year This is a perfect little travel dryer; too bad that the plastic of the fan rotor is such bad quality. We have had 2 of these break after exactly 13 months of use (so just outside the warranty; on top of that the cost of mailing ect. inside the warranty period is prohibitive for actually using the warranty)<br />We bought the second one because the quality of the rest of the components as well as the construction is very good, but after the second break-down with exactly the same problem and after exactly the same time, we must conclude that this is not worth the money.",111,neu,3.1580555555555554,0.75,0.0002913752913752914,0.0009091075629435902
8928,127343313,andis 1875-watt tourmaline ceramic ionic styling hair dryer,4.0,1.0,1.0,0.0,0.0,Great value!,"Heats instantly, dries hair very quickly and it's much quieter than any other brand I've ever had...well worth the price.",2012-09-04,"Great value! Heats instantly, dries hair very quickly and it's much quieter than any other brand I've ever had...well worth the price.",22,neu,3.602777777777778,1.0,0.0001295001295001295,0.00047614728004618774
8933,758099411,conair 1875 watt tourmaline ceramic hair dryer,4.0,2.0,3.0,0.0,0.0,Great Little Hair Dryer,"I needed a smaller hair dryer with a diffuser to use while traveling.  I saw this Conair and decided to give it a try.  It works great and the diffuser is a good one.  It fits well into my suitcase, taking up little room.  I can't use hotel hair dryers because they do not have diffusers so this Conair is a great answer to my hairdo needs.  I have very wavy and thick hair and I like to have it curl.  To do this I need a diffuser and this hair dryer comes with one.  It's a little difficult to attach the diffuser but once attached it's stable and does not come off.  (On other hair dryers I've had the problem of diffusers coming off while I'm in the middle of drying my hair).  I highly recommend this hair dryer as an alternative to the larger ones, or as a second one to use while traveling.",2012-09-02,"Great Little Hair Dryer I needed a smaller hair dryer with a diffuser to use while traveling.  I saw this Conair and decided to give it a try.  It works great and the diffuser is a good one.  It fits well into my suitcase, taking up little room.  I can't use hotel hair dryers because they do not have diffusers so this Conair is a great answer to my hairdo needs.  I have very wavy and thick hair and I like to have it curl.  To do this I need a diffuser and this hair dryer comes with one.  It's a little difficult to attach the diffuser but once attached it's stable and does not come off.  (On other hair dryers I've had the problem of diffusers coming off while I'm in the middle of drying my hair).  I highly recommend this hair dryer as an alternative to the larger ones, or as a second one to use while traveling.",160,neu,3.2465625,0.6666666666666666,0.000172666839333506,0.0006064140625750178
8939,932955324,hot tools professional 1061 hard hat 1200 watt salon hair dryer,2.0,1.0,1.0,0.0,0.0,BUYER BEWARE!,"I paid around 68 bucks for this a year ago. It never worked right. The front would get scalding hot and the back would stay cool and it was very loud. I used it maybe three times, four at the most and hated it. The fourth or fifth time I went to use it, it made a pop noise and then nothing. It never worked again. I cannot find anyone to fix it or replace it.  Of course, it crapped out after the warranty expired. DO NOT BUY THIS DRYER! It is a total hunk of junk. It still looks brand new, but its just a giant paper weight now.",2012-08-29,"BUYER BEWARE! I paid around 68 bucks for this a year ago. It never worked right. The front would get scalding hot and the back would stay cool and it was very loud. I used it maybe three times, four at the most and hated it. The fourth or fifth time I went to use it, it made a pop noise and then nothing. It never worked again. I cannot find anyone to fix it or replace it.  Of course, it crapped out after the warranty expired. DO NOT BUY THIS DRYER! It is a total hunk of junk. It still looks brand new, but its just a giant paper weight now.",112,neu,3.136741440377804,1.0,0.0001295001295001295,0.0003633450187927694
8942,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",3.0,0.0,0.0,0.0,0.0,"Even broken, it works great!","I bought this hair dryer almost four years ago, and I use it for at least 15 minutes every day. After about a year, the bottom switch (high/medium/off) broke off, but I'm still able to turn it on and off with the thumb easily enough. It is a bit heavier than your average dryer, but it works much faster, and I can tell and definite difference in the smoothness of my hair when I use this compared to the cheap-o ones I've used in the past. I'm thinking about buying another one just because mine is scuffed up and has the broken switch, but all in all, it works great! (Also, there is a matching straightener which works really well, too! [[ASIN:B003V21WO2 Remington S9520 Salon Collection Ceramic Hair Straightener with Pearl Infused Wide Plates, 2 Inch]])",2012-08-28,"Even broken, it works great! I bought this hair dryer almost four years ago, and I use it for at least 15 minutes every day. After about a year, the bottom switch (high/medium/off) broke off, but I'm still able to turn it on and off with the thumb easily enough. It is a bit heavier than your average dryer, but it works much faster, and I can tell and definite difference in the smoothness of my hair when I use this compared to the cheap-o ones I've used in the past. I'm thinking about buying another one just because mine is scuffed up and has the broken switch, but all in all, it works great! (Also, there is a matching straightener which works really well, too! [[ASIN:B003V21WO2 Remington S9520 Salon Collection Ceramic Hair Straightener with Pearl Infused Wide Plates, 2 Inch]])",141,neu,3.207692307692308,0.0,0.0,0.0
8943,74735317,travel smart by conair dual voltage 1875 watt hair dryer,3.0,2.0,4.0,0.0,0.0,Lastest almost a year...,"Well, this is an update to my previous review.  This blow dryer has stopped blowing hot air, only blows cold now.  It happened right after I pushed and held the cold shot button in for a minute, maybe less.  I feel this dryer should have lastest longer.<br /><br />THIS LITTLE HAIR DRYER IS POWERFUL, IT'S NICE AND PETITE, AND THE AIR IS NOT TOO HOT THAT IT BURNS AND NOT SO COOL THAT IT DOESN'T DRY WELL. IT'S THE PERFECT TEMP.  SO FAR IT IS THE BEST LITTLE HAIR DRYER I HAVE EVER OWNED.  THE ONLY DRAW BACK IS THAT THE CORD DOESN'T RETRACT. HOWEVER, THOSE USUALLY BREAK SOONER THAN LATER, SO I AM HAPPY.",2012-08-28,"Lastest almost a year... Well, this is an update to my previous review.  This blow dryer has stopped blowing hot air, only blows cold now.  It happened right after I pushed and held the cold shot button in for a minute, maybe less.  I feel this dryer should have lastest longer.<br /><br />THIS LITTLE HAIR DRYER IS POWERFUL, IT'S NICE AND PETITE, AND THE AIR IS NOT TOO HOT THAT IT BURNS AND NOT SO COOL THAT IT DOESN'T DRY WELL. IT'S THE PERFECT TEMP.  SO FAR IT IS THE BEST LITTLE HAIR DRYER I HAVE EVER OWNED.  THE ONLY DRAW BACK IS THAT THE CORD DOESN'T RETRACT. HOWEVER, THOSE USUALLY BREAK SOONER THAN LATER, SO I AM HAPPY.",119,neu,3.2464285714285714,0.5,0.0001295001295001295,0.00041269385455734676
8948,486774008,"conair 1875 watt cord keeper 2-in-1 hair dryer, black",4.0,0.0,0.0,0.0,0.0,Great for reducing frizz!,"Awesome hair dryer! I have very frizzy hair, and this is the first blow dryer I have owned that actually helps to reduce frizz. My hair is almost frizz free after I blow dry, so I can just quickly run my flat iron over it rather than having to iron tiny sections to remove the frizz. The high speed is very powerful, and it dries my hair quickly. The retractable cord is a great feature so the cord isn't laying all over my counter when I'm not using the dryer. The only reason I gave this 4 stars instead of 5 (I would have liked to give it 4.75 if I could) is because it takes a little while to heat up. Otherwise, this is a great product and I highly recommend it.",2012-08-22,"Great for reducing frizz! Awesome hair dryer! I have very frizzy hair, and this is the first blow dryer I have owned that actually helps to reduce frizz. My hair is almost frizz free after I blow dry, so I can just quickly run my flat iron over it rather than having to iron tiny sections to remove the frizz. The high speed is very powerful, and it dries my hair quickly. The retractable cord is a great feature so the cord isn't laying all over my counter when I'm not using the dryer. The only reason I gave this 4 stars instead of 5 (I would have liked to give it 4.75 if I could) is because it takes a little while to heat up. Otherwise, this is a great product and I highly recommend it.",137,neu,3.647105263157895,0.0,0.0,0.0
8951,153523919,"pro beauty tools pbdr5886 professional travel hair dryer, white and black",4.0,20.0,20.0,0.0,0.0,I LOVE IT!!!,I have tried many types of hair dryers from inexpensive to professional.  I have long medium thick hair.  This one saves me so much time and my hair turns out looking healthy and shiny.  I rarely use my straightener any more.,2012-08-21,I LOVE IT!!! I have tried many types of hair dryers from inexpensive to professional.  I have long medium thick hair.  This one saves me so much time and my hair turns out looking healthy and shiny.  I rarely use my straightener any more.,44,neu,3.6059027777777777,1.0,0.00259000259000259,0.00956353771134949
8961,919751065,revlon 1875w volumizing hair dryer,2.0,1.0,1.0,0.0,0.0,Flames shooting,"Beware that after some use of this dryer, the cord loosens at its connection to the body of the dryer.  If you lose power just once due to a loose cord connection, STOP using immediately.  I didn't.  I wiggled the cord and it started blowing hot air again.  The next event was flames shooting out at me through the spot where the cord exits the body of the hair dryer.  It is not only very scary when you have flames shooting at your face, hair, and clothing, but needless to say, very dangerous.<br /><br />When this dryer works, it is great, but this is not the only review reporting fireworks shooting out of the cord connection.",2012-08-16,"Flames shooting Beware that after some use of this dryer, the cord loosens at its connection to the body of the dryer.  If you lose power just once due to a loose cord connection, STOP using immediately.  I didn't.  I wiggled the cord and it started blowing hot air again.  The next event was flames shooting out at me through the spot where the cord exits the body of the hair dryer.  It is not only very scary when you have flames shooting at your face, hair, and clothing, but needless to say, very dangerous.<br /><br />When this dryer works, it is great, but this is not the only review reporting fireworks shooting out of the cord connection.",118,neu,2.9796153846153848,1.0,0.0001295001295001295,0.00034957779777296184
